order_id,customer_id,product_id,quantity,amount,status,created_at
O002598,C0293,P0006,2,38824.79,processing,2024-09-13 00:00:00
O002599,C0267,P0088,5,3658.67,cancelled,2024-07-23 00:00:00
O002600,C0087,P0077,4,12745.35,completed,2024-06-01 00:00:00
O002601,C0351,P0012,2,47554.53,cancelled,2024-06-01 00:00:00
O002602,C0195,P0043,4,21152.68,returned,2024-11-08 00:00:00
O002603,C0087,P0060,2,17938.96,returned,2024-08-14 00:00:00
O002604,C0072,P0006,4,20208.74,processing,2024-08-07 00:00:00
O002605,C0138,P0014,3,34920.14,cancelled,2024-01-03 00:00:00
O002606,C0155,P0067,2,15079.75,processing,2024-03-29 00:00:00
O002607,C0138,P0099,4,19447.59,cancelled,2024-05-15 00:00:00
O002608,C0253,P0085,1,10500.58,processing,2024-10-25 00:00:00
O002609,C0075,P0096,4,21482.34,cancelled,2024-09-19 00:00:00
O002610,C0033,P0040,2,29524.57,processing,2024-08-08 00:00:00
O002611,C0086,P0003,4,23973.13,cancelled,2024-08-07 00:00:00
O002612,C0223,P0074,2,30777.68,returned,2024-04-08 00:00:00
O002613,C0142,P0098,2,2188.56,cancelled,2024-05-17 00:00:00
O002614,C0216,P0040,2,24616.54,completed,2024-03-30 00:00:00
O002615,C0154,P0082,5,1671.75,processing,2024-01-28 00:00:00
O002616,C0248,P0027,4,16048.63,processing,2024-10-25 00:00:00
O002617,C0401,P0042,2,1647.91,completed,2024-07-01 00:00:00
O002618,C0040,P0026,3,35060.51,returned,2024-05-06 00:00:00
O002619,C0185,P0025,1,43071.63,returned,2024-08-11 00:00:00
O002620,C0129,P0037,3,19248.39,completed,2024-08-20 00:00:00
O002621,C0484,P0036,2,26995.96,returned,2024-11-21 00:00:00
O002622,C0127,P0069,2,4989.54,completed,2024-12-09 00:00:00
O002623,C0370,P0041,4,34459.7,cancelled,2024-08-30 00:00:00
O002624,C0321,P0099,5,31048.56,cancelled,2024-11-16 00:00:00
O002625,C0254,P0057,2,17616.64,completed,2024-05-04 00:00:00
O002626,C0305,P0086,1,48569.98,cancelled,2024-05-21 00:00:00
O002627,C0316,P0016,2,24565.39,completed,2024-12-04 00:00:00
O002628,C0101,P0035,1,1462.67,completed,2024-10-20 00:00:00
O002629,C0235,P0020,4,2028.71,returned,2024-10-08 00:00:00
O002630,C0055,P0021,2,24422.68,cancelled,2024-11-22 00:00:00
O002631,C0070,P0036,4,45302.18,cancelled,2024-11-16 00:00:00
O002632,C0156,P0015,4,23795.1,completed,2024-07-03 00:00:00
O002633,C0004,P0002,1,27231.37,completed,2024-03-31 00:00:00
O002634,C0486,P0080,5,4238.94,cancelled,2024-11-14 00:00:00
O002635,C0203,P0072,2,36240.5,cancelled,2024-08-29 00:00:00
O002636,C0171,P0066,1,35807.86,completed,2024-04-28 00:00:00
O002637,C0431,P0014,5,46122.31,cancelled,2024-07-01 00:00:00
O002638,C0318,P0027,1,22787.84,completed,2024-07-26 00:00:00
O002639,C0195,P0070,4,37476.71,returned,2024-02-17 00:00:00
O002640,C0412,P0045,4,12143.79,returned,2024-06-20 00:00:00
O002641,C0442,P0071,1,49200.61,completed,2024-12-18 00:00:00
O002642,C0169,P0041,1,1812.67,returned,2024-03-31 00:00:00
O002643,C0226,P0035,1,15558.7,cancelled,2024-07-15 00:00:00
O002644,C0172,P0019,1,38879.47,processing,2024-07-25 00:00:00
O002645,C0221,P0091,2,42745.65,processing,2024-07-08 00:00:00
O002646,C0418,P0037,2,10905.11,processing,2024-06-19 00:00:00
O002647,C0422,P0074,1,20588.29,processing,2024-10-15 00:00:00
O002648,C0441,P0032,3,612.67,returned,2024-02-03 00:00:00
O002649,C0334,P0022,2,6505.37,completed,2024-05-16 00:00:00
O002650,C0499,P0010,5,43148.56,completed,2024-09-06 00:00:00
O002651,C0305,P0040,1,39062.66,completed,2024-07-18 00:00:00
O002652,C0070,P0079,1,46782.36,returned,2024-03-21 00:00:00
O002653,C0154,P0044,1,22276.06,returned,2024-07-08 00:00:00
O002654,C0165,P0070,5,25152.42,completed,2024-05-06 00:00:00
O002655,C0309,P0057,3,23211.68,processing,2024-11-23 00:00:00
O002656,C0486,P0007,1,34885.84,returned,2024-09-18 00:00:00
O002657,C0356,P0017,2,19469.09,returned,2024-02-01 00:00:00
O002658,C0103,P0004,2,46255.53,cancelled,2024-11-13 00:00:00
O002659,C0246,P0061,4,32718.75,completed,2024-08-01 00:00:00
O002660,C0161,P0087,5,2529.87,completed,2024-08-01 00:00:00
O002661,C0091,P0007,4,29323.49,processing,2024-06-02 00:00:00
O002662,C0494,P0014,2,34940.01,cancelled,2024-02-23 00:00:00
O002663,C0204,P0050,3,24604.84,processing,2024-05-16 00:00:00
O002664,C0496,P0007,3,45121.86,processing,2024-08-30 00:00:00
O002665,C0164,P0012,4,14739.13,processing,2024-07-08 00:00:00
O002666,C0150,P0055,2,8220.03,cancelled,2024-04-22 00:00:00
O002667,C0377,P0051,2,14584.3,returned,2024-05-07 00:00:00
O002668,C0356,P0023,1,16636.64,returned,2024-07-26 00:00:00
O002669,C0325,P0091,5,5571.76,processing,2024-10-24 00:00:00
O002670,C0252,P0077,3,7823.33,processing,2024-12-23 00:00:00
O002671,C0496,P0076,5,41883.98,returned,2024-07-08 00:00:00
O002672,C0295,P0081,1,10035.24,processing,2024-03-22 00:00:00
O002673,C0401,P0089,1,24362.75,returned,2024-05-27 00:00:00
O002674,C0125,P0090,1,383.06,completed,2024-08-14 00:00:00
O002675,C0167,P0058,1,38808.43,processing,2024-05-18 00:00:00
O002676,C0193,P0079,5,40358.45,cancelled,2024-07-20 00:00:00
O002677,C0144,P0046,3,45278.96,cancelled,2024-08-10 00:00:00
O002678,C0419,P0040,1,38644.89,returned,2024-06-11 00:00:00
O002679,C0403,P0043,5,2288.35,cancelled,2024-12-07 00:00:00
O002680,C0202,P0026,4,9214.62,completed,2024-04-29 00:00:00
O002681,C0187,P0092,2,17068.51,cancelled,2024-06-22 00:00:00
O002682,C0059,P0098,1,34182.35,processing,2024-04-16 00:00:00
O002683,C0478,P0086,2,42291.37,cancelled,2024-10-14 00:00:00
O002684,C0289,P0069,1,11512.75,cancelled,2024-10-24 00:00:00
O002685,C0103,P0011,2,22287.85,completed,2024-12-23 00:00:00
O002686,C0304,P0097,4,35067.92,cancelled,2024-12-18 00:00:00
O002687,C0280,P0098,4,45590.59,cancelled,2024-12-24 00:00:00
O002688,C0093,P0060,2,5165.73,completed,2024-07-27 00:00:00
O002689,C0350,P0073,3,7045.34,returned,2024-03-06 00:00:00
O002690,C0394,P0017,3,37042.78,completed,2024-11-20 00:00:00
O002691,C0282,P0012,2,47337.95,completed,2024-10-22 00:00:00
O002692,C0014,P0090,4,28181.26,returned,2024-10-09 00:00:00
O002693,C0488,P0060,1,21960.05,cancelled,2024-06-22 00:00:00
O002694,C0373,P0013,4,18396.11,returned,2024-05-07 00:00:00
O002695,C0237,P0059,2,34975.17,cancelled,2024-03-19 00:00:00
O002696,C0483,P0040,1,1123.83,completed,2024-05-28 00:00:00
O002697,C0363,P0088,2,26305.24,returned,2024-04-13 00:00:00
O002698,C0108,P0083,1,34720.22,processing,2024-12-28 00:00:00
O002699,C0225,P0091,3,31777.12,completed,2024-07-17 00:00:00
O002700,C0409,P0099,3,5404.77,completed,2024-09-09 00:00:00
O002701,C0150,P0060,1,23734.53,processing,2024-10-30 00:00:00
O002702,C0426,P0061,5,14016.22,processing,2024-03-18 00:00:00
O002703,C0355,P0030,3,27907.35,cancelled,2024-06-01 00:00:00
O002704,C0036,P0029,1,21169.54,processing,2024-02-22 00:00:00
O002705,C0420,P0019,3,3351.25,returned,2024-06-22 00:00:00
O002706,C0435,P0079,1,13211.5,completed,2024-08-31 00:00:00
O002707,C0408,P0034,1,47437.24,cancelled,2024-02-11 00:00:00
O002708,C0408,P0047,5,17945.37,cancelled,2024-03-21 00:00:00
O002709,C0210,P0051,2,20125.22,completed,2024-11-24 00:00:00
O002710,C0345,P0024,2,45970.8,completed,2024-08-22 00:00:00
O002711,C0256,P0090,4,45339.15,completed,2024-11-26 00:00:00
O002712,C0072,P0086,5,43788.1,cancelled,2024-12-23 00:00:00
O002713,C0325,P0043,3,6137.44,processing,2024-08-02 00:00:00
O002714,C0156,P0042,5,8182.57,processing,2024-04-10 00:00:00
O002715,C0124,P0059,2,28562.99,processing,2024-11-16 00:00:00
O002716,C0130,P0063,4,33264.58,completed,2024-10-07 00:00:00
O002717,C0338,P0004,2,22359.5,cancelled,2024-04-24 00:00:00
O002718,C0079,P0009,3,49825.37,completed,2024-06-14 00:00:00
O002719,C0367,P0061,5,18727.51,completed,2024-05-18 00:00:00
O002720,C0217,P0015,3,13223.03,completed,2024-04-18 00:00:00
O002721,C0405,P0045,3,3433.26,returned,2024-12-03 00:00:00
O002722,C0194,P0062,1,39519.91,cancelled,2024-05-26 00:00:00
O002723,C0038,P0060,3,9355.96,cancelled,2024-07-29 00:00:00
O002724,C0230,P0022,4,20720.46,returned,2024-10-07 00:00:00
O002725,C0307,P0037,3,28026.36,cancelled,2024-06-17 00:00:00
O002726,C0246,P0099,3,11688.19,processing,2024-09-13 00:00:00
O002727,C0299,P0045,1,7453.62,cancelled,2024-08-07 00:00:00
O002728,C0206,P0078,1,6746.42,completed,2024-05-06 00:00:00
O002729,C0274,P0074,2,35102.55,completed,2024-12-08 00:00:00
O002730,C0260,P0017,2,657.56,returned,2024-10-22 00:00:00
O002731,C0473,P0066,3,3092.7,completed,2024-01-14 00:00:00
O002732,C0472,P0014,2,39424.55,returned,2024-07-30 00:00:00
O002733,C0446,P0052,4,5725.35,cancelled,2024-02-21 00:00:00
O002734,C0355,P0092,4,33327.97,returned,2024-07-20 00:00:00
O002735,C0215,P0014,4,29319.09,cancelled,2024-10-02 00:00:00
O002736,C0279,P0042,1,540.99,cancelled,2024-03-16 00:00:00
O002737,C0019,P0072,1,44030.19,completed,2024-05-31 00:00:00
O002738,C0405,P0084,5,6938.38,returned,2024-10-16 00:00:00
O002739,C0496,P0010,4,46043.51,cancelled,2024-08-28 00:00:00
O002740,C0185,P0039,3,43042.23,processing,2024-10-29 00:00:00
O002741,C0360,P0069,2,40080.14,cancelled,2024-11-23 00:00:00
O002742,C0459,P0060,1,9513.48,completed,2024-05-01 00:00:00
O002743,C0416,P0052,3,23789.5,completed,2024-11-11 00:00:00
O002744,C0275,P0076,2,23987.84,processing,2024-11-07 00:00:00
O002745,C0305,P0053,2,5041.45,processing,2024-10-06 00:00:00
O002746,C0327,P0031,4,19453.09,processing,2024-12-02 00:00:00
O002747,C0469,P0080,3,31705.49,cancelled,2024-02-09 00:00:00
O002748,C0044,P0032,3,27115.0,processing,2024-07-31 00:00:00
O002749,C0056,P0071,4,40212.11,processing,2024-02-19 00:00:00
O002750,C0394,P0021,4,7390.01,cancelled,2024-06-30 00:00:00
O002751,C0128,P0062,4,6434.08,cancelled,2024-04-24 00:00:00
O002752,C0337,P0050,4,25541.41,cancelled,2024-12-10 00:00:00
O002753,C0341,P0009,5,43072.16,cancelled,2024-09-13 00:00:00
O002754,C0182,P0044,3,3491.9,processing,2024-02-12 00:00:00
O002755,C0086,P0027,2,25716.89,cancelled,2024-02-21 00:00:00
O002756,C0332,P0089,2,49368.35,cancelled,2024-07-20 00:00:00
O002757,C0314,P0076,4,28350.25,processing,2024-09-20 00:00:00
O002758,C0023,P0056,4,12427.68,processing,2024-12-01 00:00:00
O002759,C0289,P0056,5,37694.35,completed,2024-04-10 00:00:00
O002760,C0331,P0073,4,42003.57,returned,2024-12-21 00:00:00
O002761,C0347,P0044,5,18148.95,completed,2024-08-24 00:00:00
O002762,C0332,P0070,5,11343.57,processing,2024-02-15 00:00:00
O002763,C0205,P0089,4,13196.18,cancelled,2024-01-15 00:00:00
O002764,C0496,P0031,5,3076.68,processing,2024-05-05 00:00:00
O002765,C0386,P0023,5,21649.36,processing,2024-01-12 00:00:00
O002766,C0170,P0085,2,43545.37,completed,2024-09-11 00:00:00
O002767,C0495,P0086,4,39052.54,cancelled,2024-04-16 00:00:00
O002768,C0408,P0010,1,1479.5,processing,2024-08-30 00:00:00
O002769,C0221,P0095,5,33614.63,returned,2024-03-07 00:00:00
O002770,C0055,P0092,4,46544.92,completed,2024-07-13 00:00:00
O002771,C0006,P0074,5,19598.73,completed,2024-01-31 00:00:00
O002772,C0051,P0063,5,30360.18,completed,2024-08-29 00:00:00
O002773,C0133,P0015,2,43359.08,cancelled,2024-12-19 00:00:00
O002774,C0114,P0076,1,37454.56,cancelled,2024-03-26 00:00:00
O002775,C0262,P0077,2,6452.58,cancelled,2024-01-03 00:00:00
O002776,C0383,P0060,3,30782.3,cancelled,2024-02-18 00:00:00
O002777,C0266,P0042,1,39543.33,cancelled,2024-05-20 00:00:00
O002778,C0286,P0072,2,44447.33,cancelled,2024-10-01 00:00:00
O002779,C0298,P0013,1,32336.44,completed,2024-11-10 00:00:00
O002780,C0353,P0057,3,37794.97,cancelled,2024-08-04 00:00:00
O002781,C0295,P0023,5,7947.53,returned,2024-09-03 00:00:00
O002782,C0114,P0040,4,29988.04,cancelled,2024-10-10 00:00:00
O002783,C0229,P0052,2,14451.62,processing,2024-12-30 00:00:00
O002784,C0192,P0009,1,38676.65,completed,2024-01-10 00:00:00
O002785,C0201,P0077,1,21692.8,processing,2024-10-11 00:00:00
O002786,C0238,P0014,3,1641.61,returned,2024-03-12 00:00:00
O002787,C0396,P0088,3,3409.07,completed,2024-07-16 00:00:00
O002788,C0348,P0077,2,4332.65,processing,2024-05-20 00:00:00
O002789,C0302,P0099,3,44592.36,processing,2024-10-20 00:00:00
O002790,C0354,P0049,4,7362.63,processing,2024-04-16 00:00:00
O002791,C0257,P0042,2,32104.87,processing,2024-03-01 00:00:00
O002792,C0078,P0064,5,18538.1,completed,2024-03-08 00:00:00
O002793,C0177,P0083,4,19723.04,completed,2024-03-03 00:00:00
O002794,C0013,P0085,2,23277.9,processing,2024-05-26 00:00:00
O002795,C0248,P0008,2,40358.89,returned,2024-07-22 00:00:00
O002796,C0054,P0012,2,45862.83,cancelled,2024-04-10 00:00:00
O002797,C0152,P0028,1,15243.49,completed,2024-10-30 00:00:00
O002798,C0213,P0018,2,26810.02,completed,2024-06-01 00:00:00
O002799,C0472,P0075,1,16420.68,returned,2024-08-14 00:00:00
O002800,C0493,P0097,2,15475.28,cancelled,2024-07-22 00:00:00
O002801,C0044,P0082,4,47428.95,completed,2024-04-04 00:00:00
O002802,C0060,P0001,1,25619.85,cancelled,2024-06-14 00:00:00
O002803,C0426,P0097,4,19365.08,processing,2024-11-24 00:00:00
O002804,C0482,P0019,3,43569.84,processing,2024-05-22 00:00:00
O002805,C0374,P0085,1,34452.74,processing,2024-03-14 00:00:00
O002806,C0073,P0020,1,34791.95,completed,2024-10-23 00:00:00
O002807,C0179,P0058,5,46179.35,processing,2024-11-20 00:00:00
O002808,C0160,P0069,1,30298.72,completed,2024-03-25 00:00:00
O002809,C0176,P0038,4,33083.34,returned,2024-07-17 00:00:00
O002810,C0234,P0050,5,28741.01,processing,2024-12-25 00:00:00
O002811,C0402,P0079,2,23518.47,cancelled,2024-05-31 00:00:00
O002812,C0106,P0074,1,4639.29,returned,2024-06-25 00:00:00
O002813,C0267,P0058,2,24533.81,returned,2024-07-26 00:00:00
O002814,C0248,P0026,3,17185.26,processing,2024-04-15 00:00:00
O002815,C0179,P0027,2,25897.18,cancelled,2024-04-07 00:00:00
O002816,C0244,P0088,1,31604.16,completed,2024-11-02 00:00:00
O002817,C0050,P0041,2,12653.49,cancelled,2024-02-25 00:00:00
O002818,C0225,P0039,1,13482.76,processing,2024-08-23 00:00:00
O002819,C0370,P0073,1,13634.43,processing,2024-03-12 00:00:00
O002820,C0357,P0087,5,14517.45,returned,2024-10-26 00:00:00
O002821,C0232,P0039,4,25723.54,processing,2024-10-28 00:00:00
O002822,C0164,P0056,2,15720.28,processing,2024-11-18 00:00:00
O002823,C0035,P0092,2,45298.96,cancelled,2024-06-02 00:00:00
O002824,C0154,P0045,4,45369.16,returned,2024-01-06 00:00:00
O002825,C0023,P0012,2,28343.14,completed,2024-04-20 00:00:00
O002826,C0415,P0075,5,17489.81,cancelled,2024-07-21 00:00:00
O002827,C0364,P0002,3,15385.75,returned,2024-10-20 00:00:00
O002828,C0059,P0079,4,41303.19,processing,2024-05-14 00:00:00
O002829,C0012,P0066,4,25930.82,cancelled,2024-09-15 00:00:00
O002830,C0435,P0052,3,20634.81,returned,2024-12-06 00:00:00
O002831,C0176,P0017,4,13268.12,cancelled,2024-02-10 00:00:00
O002832,C0332,P0038,1,21249.02,returned,2024-12-07 00:00:00
O002833,C0056,P0008,3,32988.65,returned,2024-02-26 00:00:00
O002834,C0347,P0048,1,38437.87,cancelled,2024-04-02 00:00:00
O002835,C0410,P0071,2,44537.46,returned,2024-11-24 00:00:00
O002836,C0085,P0007,1,7048.96,processing,2024-07-30 00:00:00
O002837,C0477,P0001,1,38517.46,completed,2024-12-25 00:00:00
O002838,C0380,P0091,5,14820.26,processing,2024-07-15 00:00:00
O002839,C0125,P0072,2,34385.46,returned,2024-05-29 00:00:00
O002840,C0265,P0046,5,18137.2,cancelled,2024-10-17 00:00:00
O002841,C0090,P0015,2,27183.52,completed,2024-08-23 00:00:00
O002842,C0283,P0037,1,16124.01,processing,2024-02-15 00:00:00
O002843,C0082,P0004,4,39920.73,returned,2024-11-13 00:00:00
O002844,C0170,P0031,4,29128.28,processing,2024-07-28 00:00:00
O002845,C0287,P0056,4,8752.44,cancelled,2024-08-19 00:00:00
O002846,C0219,P0090,5,36256.18,processing,2024-12-10 00:00:00
O002847,C0491,P0076,3,43818.67,processing,2024-01-14 00:00:00
O002848,C0237,P0051,5,31964.91,returned,2024-07-29 00:00:00
O002849,C0119,P0081,5,10365.12,completed,2024-12-15 00:00:00
O002850,C0409,P0041,3,39517.26,processing,2024-10-08 00:00:00
O002851,C0208,P0092,2,41535.42,processing,2024-04-24 00:00:00
O002852,C0323,P0049,4,9234.58,processing,2024-04-21 00:00:00
O002853,C0095,P0052,2,32408.12,completed,2024-06-17 00:00:00
O002854,C0096,P0049,3,24897.09,completed,2024-04-22 00:00:00
O002855,C0328,P0056,1,12356.13,processing,2024-11-03 00:00:00
O002856,C0337,P0070,5,24267.73,returned,2024-02-26 00:00:00
O002857,C0222,P0028,4,13608.95,processing,2024-01-17 00:00:00
O002858,C0203,P0085,2,28451.65,returned,2024-02-23 00:00:00
O002859,C0015,P0023,2,26915.69,returned,2024-07-18 00:00:00
O002860,C0378,P0061,4,7401.36,returned,2024-02-25 00:00:00
O002861,C0315,P0018,5,30337.59,processing,2024-03-27 00:00:00
O002862,C0453,P0025,1,12700.53,returned,2024-06-28 00:00:00
O002863,C0102,P0072,2,48328.03,completed,2024-10-19 00:00:00
O002864,C0231,P0050,4,40673.41,cancelled,2024-01-15 00:00:00
O002865,C0304,P0047,2,49193.99,returned,2024-02-28 00:00:00
O002866,C0220,P0054,5,262.03,completed,2024-07-24 00:00:00
O002867,C0200,P0020,5,9526.51,processing,2024-05-06 00:00:00
O002868,C0003,P0037,1,46711.69,processing,2024-10-17 00:00:00
O002869,C0361,P0086,4,46396.5,cancelled,2024-11-04 00:00:00
O002870,C0110,P0017,4,22791.55,returned,2024-05-19 00:00:00
O002871,C0106,P0018,3,49542.6,processing,2024-10-26 00:00:00
O002872,C0143,P0002,4,29219.82,returned,2024-01-18 00:00:00
O002873,C0386,P0010,4,13925.87,cancelled,2024-02-11 00:00:00
O002874,C0361,P0083,2,28414.94,processing,2024-04-09 00:00:00
O002875,C0415,P0003,1,10038.58,completed,2024-04-25 00:00:00
O002876,C0408,P0019,3,2643.55,processing,2024-04-28 00:00:00
O002877,C0033,P0093,4,21441.59,returned,2024-05-19 00:00:00
O002878,C0296,P0063,2,49085.66,completed,2024-05-19 00:00:00
O002879,C0053,P0085,3,29803.06,returned,2024-04-20 00:00:00
O002880,C0410,P0056,1,23869.77,returned,2024-08-31 00:00:00
O002881,C0447,P0018,1,19404.55,returned,2024-12-06 00:00:00
O002882,C0275,P0011,1,6059.29,completed,2024-08-02 00:00:00
O002883,C0096,P0018,3,9136.13,cancelled,2024-09-03 00:00:00
O002884,C0188,P0083,5,18129.61,processing,2024-12-02 00:00:00
O002885,C0167,P0054,3,40083.86,completed,2024-04-15 00:00:00
O002886,C0101,P0059,1,2818.66,returned,2024-12-17 00:00:00
O002887,C0235,P0090,2,42373.02,cancelled,2024-05-20 00:00:00
O002888,C0059,P0078,3,13939.07,completed,2024-09-30 00:00:00
O002889,C0135,P0055,2,27468.69,completed,2024-02-21 00:00:00
O002890,C0344,P0080,5,13492.87,cancelled,2024-05-24 00:00:00
O002891,C0442,P0024,1,39214.14,processing,2024-01-24 00:00:00
O002892,C0251,P0059,1,46293.82,cancelled,2024-10-15 00:00:00
O002893,C0271,P0066,2,34366.54,processing,2024-10-06 00:00:00
O002894,C0495,P0055,5,10323.15,completed,2024-12-19 00:00:00
O002895,C0328,P0071,1,44575.45,processing,2024-05-15 00:00:00
O002896,C0161,P0058,3,28370.71,processing,2024-02-15 00:00:00
O002897,C0306,P0050,2,590.82,returned,2024-02-01 00:00:00
O002898,C0199,P0046,5,16945.53,completed,2024-02-06 00:00:00
O002899,C0313,P0029,2,31254.57,completed,2024-08-10 00:00:00
O002900,C0201,P0024,1,13929.97,cancelled,2024-09-09 00:00:00
O002901,C0301,P0055,2,21546.15,returned,2024-11-03 00:00:00
O002902,C0059,P0078,3,11600.37,returned,2024-04-20 00:00:00
O002903,C0179,P0001,1,30952.76,returned,2024-01-20 00:00:00
O002904,C0181,P0074,5,28572.79,completed,2024-02-07 00:00:00
O002905,C0433,P0064,5,13409.12,cancelled,2024-05-08 00:00:00
O002906,C0235,P0094,1,27674.53,completed,2024-10-05 00:00:00
O002907,C0317,P0031,5,42053.32,cancelled,2024-02-16 00:00:00
O002908,C0089,P0092,4,7668.97,completed,2024-02-23 00:00:00
O002909,C0417,P0065,1,27729.14,returned,2024-07-24 00:00:00
O002910,C0345,P0035,1,15903.22,processing,2024-01-06 00:00:00
O002911,C0362,P0053,3,11070.63,returned,2024-05-24 00:00:00
O002912,C0410,P0070,1,40303.94,cancelled,2024-10-23 00:00:00
O002913,C0153,P0074,3,41272.46,processing,2024-12-01 00:00:00
O002914,C0471,P0047,1,10235.75,returned,2024-12-29 00:00:00
O002915,C0315,P0005,3,30852.2,completed,2024-10-29 00:00:00
O002916,C0303,P0005,3,47727.22,returned,2024-12-05 00:00:00
O002917,C0044,P0073,4,4648.77,processing,2024-12-02 00:00:00
O002918,C0345,P0062,5,37047.76,cancelled,2024-02-12 00:00:00
O002919,C0069,P0091,2,48934.76,completed,2024-01-13 00:00:00
O002920,C0161,P0048,3,13558.49,cancelled,2024-01-25 00:00:00
O002921,C0061,P0015,4,24363.23,processing,2024-06-08 00:00:00
O002922,C0123,P0075,3,4873.61,returned,2024-12-01 00:00:00
O002923,C0157,P0062,2,42283.58,completed,2024-03-23 00:00:00
O002924,C0060,P0089,1,11125.58,completed,2024-01-20 00:00:00
O002925,C0094,P0011,3,23028.38,completed,2024-03-18 00:00:00
O002926,C0192,P0019,4,8364.56,cancelled,2024-09-28 00:00:00
O002927,C0356,P0094,5,8758.8,completed,2024-10-14 00:00:00
O002928,C0073,P0094,1,11094.05,returned,2024-08-01 00:00:00
O002929,C0262,P0068,5,5457.61,processing,2024-08-01 00:00:00
O002930,C0199,P0097,2,12013.66,processing,2024-03-01 00:00:00
O002931,C0215,P0100,1,15492.86,completed,2024-07-25 00:00:00
O002932,C0306,P0036,5,29022.91,returned,2024-10-05 00:00:00
O002933,C0071,P0060,4,30024.85,cancelled,2024-01-17 00:00:00
O002934,C0295,P0067,4,19395.49,completed,2024-02-07 00:00:00
O002935,C0197,P0011,5,10747.05,returned,2024-11-13 00:00:00
O002936,C0217,P0067,1,5107.29,processing,2024-11-04 00:00:00
O002937,C0096,P0079,3,4190.66,returned,2024-01-21 00:00:00
O002938,C0250,P0012,2,35649.01,completed,2024-05-06 00:00:00
O002939,C0326,P0032,2,22181.13,returned,2024-05-29 00:00:00
O002940,C0276,P0061,4,36983.3,cancelled,2024-03-14 00:00:00
O002941,C0356,P0081,1,19284.33,processing,2024-03-03 00:00:00
O002942,C0471,P0095,1,30790.14,returned,2024-04-12 00:00:00
O002943,C0331,P0085,2,19069.12,processing,2024-05-12 00:00:00
O002944,C0477,P0086,2,27108.1,processing,2024-09-13 00:00:00
O002945,C0089,P0010,2,13657.99,completed,2024-06-17 00:00:00
O002946,C0285,P0088,2,44101.13,processing,2024-06-03 00:00:00
O002947,C0086,P0082,5,24625.84,completed,2024-10-10 00:00:00
O002948,C0251,P0070,5,39499.43,completed,2024-05-13 00:00:00
O002949,C0148,P0075,5,26243.38,processing,2024-03-20 00:00:00
O002950,C0072,P0040,5,16170.79,cancelled,2024-01-31 00:00:00
O002951,C0096,P0079,3,25000.7,processing,2024-04-17 00:00:00
O002952,C0162,P0007,4,30819.33,completed,2024-06-12 00:00:00
O002953,C0432,P0044,2,41926.13,completed,2024-04-11 00:00:00
O002954,C0231,P0069,3,30366.04,completed,2024-02-08 00:00:00
O002955,C0318,P0100,3,18709.76,cancelled,2024-08-05 00:00:00
O002956,C0028,P0002,3,35201.47,processing,2024-02-01 00:00:00
O002957,C0444,P0061,5,30086.58,returned,2024-12-22 00:00:00
O002958,C0184,P0059,4,34975.55,completed,2024-09-01 00:00:00
O002959,C0488,P0066,1,18944.45,completed,2024-10-16 00:00:00
O002960,C0005,P0061,4,39423.69,cancelled,2024-12-09 00:00:00
O002961,C0249,P0074,2,10434.83,returned,2024-02-19 00:00:00
O002962,C0070,P0094,2,15778.17,returned,2024-09-05 00:00:00
O002963,C0100,P0043,5,20313.6,returned,2024-10-29 00:00:00
O002964,C0418,P0054,5,12512.41,returned,2024-02-21 00:00:00
O002965,C0197,P0046,1,14603.87,cancelled,2024-04-15 00:00:00
O002966,C0494,P0038,2,11620.68,completed,2024-10-05 00:00:00
O002967,C0288,P0038,5,30060.74,processing,2024-07-14 00:00:00
O002968,C0259,P0022,4,23537.68,processing,2024-01-31 00:00:00
O002969,C0335,P0005,1,1310.37,returned,2024-02-10 00:00:00
O002970,C0254,P0089,1,46768.75,returned,2024-06-14 00:00:00
O002971,C0210,P0077,2,12278.24,processing,2024-09-03 00:00:00
O002972,C0351,P0096,3,34908.29,processing,2024-02-20 00:00:00
O002973,C0252,P0039,5,22666.07,returned,2024-12-25 00:00:00
O002974,C0213,P0094,1,40024.02,cancelled,2024-02-14 00:00:00
O002975,C0364,P0073,4,19503.61,returned,2024-09-10 00:00:00
O002976,C0431,P0034,1,17323.69,completed,2024-02-29 00:00:00
O002977,C0228,P0008,4,19109.45,processing,2024-04-14 00:00:00
O002978,C0251,P0081,3,24597.78,cancelled,2024-03-10 00:00:00
O002979,C0086,P0061,2,36235.51,cancelled,2024-12-27 00:00:00
O002980,C0043,P0075,3,45467.48,completed,2024-02-20 00:00:00
O002981,C0290,P0022,2,4563.1,returned,2024-10-25 00:00:00
O002982,C0016,P0074,1,12819.79,returned,2024-12-15 00:00:00
O002983,C0408,P0007,3,11503.99,processing,2024-06-07 00:00:00
O002984,C0390,P0085,5,18392.08,processing,2024-01-09 00:00:00
O002985,C0113,P0038,3,49854.24,cancelled,2024-03-10 00:00:00
O002986,C0150,P0095,3,23977.68,returned,2024-06-04 00:00:00
O002987,C0017,P0080,1,8509.23,processing,2024-08-25 00:00:00
O002988,C0141,P0004,1,42695.98,cancelled,2024-12-08 00:00:00
O002989,C0116,P0037,2,32284.95,cancelled,2024-01-03 00:00:00
O002990,C0276,P0063,4,29994.35,cancelled,2024-03-23 00:00:00
